chromIDA	binA	chromIDB	binB	hic	d3dmean
1	1	1	2	0.103211447349961	0.0363158192682692
1	1	1	3	0.197081579199587	0.098136045659521
1	1	1	4	0.189321559633559	0.108290423646677
1	1	1	5	0.225880204467133	0.142868316241645
1	1	1	6	0.284073322224729	0.184668205871116
1	1	1	7	0.363052593527497	0.236384368017883
1	1	1	8	0.434892923113255	0.2796570802627
1	1	1	9	0.425661050470129	0.300695868472328
1	1	1	10	0.434246286808648	0.312624103893318
1	1	1	11	0.438316157099416	0.315803179804948
1	1	1	12	0.382498797097734	0.318816874436453
1	1	1	13	0.50364522910496	0.435361137728528
1	1	1	15	0.426804872018167	0.402397869169764
1	1	1	16	0.373423935986037	0.376097896554337
1	1	1	17	0.487163362498702	0.411864588505503
1	1	1	18	0.516092053950281	0.429765893120385
1	1	1	19	0.533259028072603	0.446104989362041
1	1	1	20	0.594458148248873	0.457115386424893
1	1	1	21	0.400487302211764	0.433395348610501
1	1	1	22	0.487630081880002	0.450976360243474
1	1	1	23	0.39772725996479	0.444772467692566
1	1	1	24	0.431406453808442	0.4470400325462
1	1	1	25	0.427402991337037	0.456466083508855
1	1	2	26	0.706245672482178	0.742364872169349
1	1	2	27	0.712519269676168	0.743555431621781
1	1	2	28	0.612662536071959	0.731114779201333
1	1	2	29	0.661790922901769	0.728318025142413
1	1	2	30	0.635542886734881	0.727035876839321
1	1	2	31	0.713585181176919	0.727732473559715
1	1	2	32	0.641658031150138	0.715436490995594
1	1	2	33	0.660606793782168	0.700917711784342
1	1	2	34	0.701538046359873	0.6765849169698
1	1	2	35	0.665208802280533	0.664552762992817
1	1	2	36	0.704813690395609	0.684511858028496
1	1	2	37	0.681484462931359	0.691920577826569
1	1	2	38	0.712247364237046	0.70197227271967
1	1	2	39	0.713321542033208	0.712646200191092
1	1	2	40	0.731709598313953	0.731161937468536
1	1	2	41	0.703448474579334	0.73718410002002
1	1	2	42	0.728483213920103	0.731534464916202
1	1	2	43	0.611485645605049	0.730738066354123
1	1	2	44	0.742033913936811	0.743272591877301
1	1	2	45	0.731257027880833	0.74627908604348
1	1	2	46	0.63968554034888	0.732888621121259
1	1	2	47	0.670436152946853	0.734192772530003
1	1	2	48	0.689401062927905	0.739588328209713
1	1	2	49	0.533228128453897	0.726745784500829
1	1	2	50	0.380823780624349	0.717294921386763
1	1	3	51	0.675956237116895	0.741767905178203
1	1	3	52	0.614210118479948	0.734431935441557
1	1	3	53	0.725347100865807	0.740798211884427
1	1	3	54	0.675005170258977	0.727825698246137
1	1	3	55	0.551025145385909	0.721728717568962
